These results were downloaded and refreshed on October   22, 2019 at 12:26 p.m. ET. / Ces résultats ont été téléchargés et rafraichis le 22 octobre 2019 à 12h26 HE.													
Electoral district number - Numéro de la circonscription	Electoral district name	Nom de la circonscription	Type of results*	Type de résultats**	Surname - Nom de famille	Middle name(s) - Autre(s) prénom(s)	Given name - Prénom	Political affiliation	Appartenance politique	Votes obtained - Votes obtenus	% Votes obtained - Votes obtenus %	Rejected ballots - Bulletins rejetés***	Total number of ballots cast - Nombre total de votes déposés
59014	Kelowna--Lake Country	Kelowna--Lake Country	preliminary	préliminaires	Barr		John	People's Party	Parti populaire	1208	1.8	0	67865
59014	Kelowna--Lake Country	Kelowna--Lake Country	preliminary	préliminaires	Fuhr		Stephen	Liberal	Libéral	22150	32.6	0	67865
59014	Kelowna--Lake Country	Kelowna--Lake Country	preliminary	préliminaires	Gray		Tracy	Conservative	Conservateur	31037	45.7	0	67865
59014	Kelowna--Lake Country	Kelowna--Lake Country	preliminary	préliminaires	Joseph		Daniel	Independent	Indépendant(e)	151	.2	0	67865
59014	Kelowna--Lake Country	Kelowna--Lake Country	preliminary	préliminaires	Kulik		Justin	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	8229	12.1	0	67865
59014	Kelowna--Lake Country	Kelowna--Lake Country	preliminary	préliminaires	Socrates		Silverado	Independent	Indépendant(e)	65	.1	0	67865
59015	Kootenay--Columbia	Kootenay--Columbia	preliminary	préliminaires	Brynne		Abra	Green Party	Parti Vert	5998	9	0	66327
59015	Kootenay--Columbia	Kootenay--Columbia	preliminary	préliminaires	Goldsbury		Robin	Liberal	Libéral	6033	9.1	0	66327
59015	Kootenay--Columbia	Kootenay--Columbia	preliminary	préliminaires	Miller		Trev	Animal Protection Party	Parti Protection Animaux	336	.5	0	66327
59015	Kootenay--Columbia	Kootenay--Columbia	preliminary	préliminaires	Morrison		Rob	Conservative	Conservateur	29893	45.1	0	66327
59015	Kootenay--Columbia	Kootenay--Columbia	preliminary	préliminaires	Stetski		Wayne	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	22707	34.2	0	66327
59015	Kootenay--Columbia	Kootenay--Columbia	preliminary	préliminaires	Stewart		Rick	People's Party	Parti populaire	1360	2.1	0	66327
59016	Langley--Aldergrove	Langley--Aldergrove	preliminary	préliminaires	Dipietra-Cudmore		Natalie	People's Party	Parti populaire	1273	2.1	0	61537
59016	Langley--Aldergrove	Langley--Aldergrove	preliminary	préliminaires	Farstad		Kaija	Green Party	Parti Vert	4704	7.6	0	61537
59016	Langley--Aldergrove	Langley--Aldergrove	preliminary	préliminaires	Jensen		Leon	Liberal	Libéral	15700	25.5	0	61537
59016	Langley--Aldergrove	Langley--Aldergrove	preliminary	préliminaires	Joehl		Alex	Libertarian	Libertarien	489	.8	0	61537
59016	Langley--Aldergrove	Langley--Aldergrove	preliminary	préliminaires	Van Popta		Tako	Conservative	Conservateur	28953	47	0	61537
59016	Langley--Aldergrove	Langley--Aldergrove	preliminary	préliminaires	Wakelin		Stacey	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	10418	16.9	0	61537
59017	Mission--Matsqui--Fraser Canyon	Mission--Matsqui--Fraser Canyon	preliminary	préliminaires	Csaszar		Julius Nick	People's Party	Parti populaire	1373	3	0	45743
59017	Mission--Matsqui--Fraser Canyon	Mission--Matsqui--Fraser Canyon	preliminary	préliminaires	Kidder		John	Green Party	Parti Vert	4999	10.9	0	45743
59017	Mission--Matsqui--Fraser Canyon	Mission--Matsqui--Fraser Canyon	preliminary	préliminaires	Nenn		Michael	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	8004	17.5	0	45743
59017	Mission--Matsqui--Fraser Canyon	Mission--Matsqui--Fraser Canyon	preliminary	préliminaires	Sidhu		Jati	Liberal	Libéral	12022	26.3	0	45743
59017	Mission--Matsqui--Fraser Canyon	Mission--Matsqui--Fraser Canyon	preliminary	préliminaires	Vis		Brad	Conservative	Conservateur	19271	42.1	0	45743
59017	Mission--Matsqui--Fraser Canyon	Mission--Matsqui--Fraser Canyon	preliminary	préliminaires	Wismer		Elaine	ML	ML	74	.2	0	45743
59018	Nanaimo--Ladysmith	Nanaimo--Ladysmith	preliminary	préliminaires	Chamberlin		Bob	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	16857	23.7	0	71134
59018	Nanaimo--Ladysmith	Nanaimo--Ladysmith	preliminary	préliminaires	Chumsa		James	Communist	Communiste	104	.1	0	71134
59018	Nanaimo--Ladysmith	Nanaimo--Ladysmith	preliminary	préliminaires	Clarke		Jennifer	People's Party	Parti populaire	1036	1.5	0	71134
59018	Nanaimo--Ladysmith	Nanaimo--Ladysmith	preliminary	préliminaires	Corfield		Michelle	Liberal	Libéral	9649	13.6	0	71134
59018	Nanaimo--Ladysmith	Nanaimo--Ladysmith	preliminary	préliminaires	Hirst		John	Conservative	Conservateur	18447	25.9	0	71134
59018	Nanaimo--Ladysmith	Nanaimo--Ladysmith	preliminary	préliminaires	Manly		Paul	Green Party	Parti Vert	24537	34.5	0	71134
59018	Nanaimo--Ladysmith	Nanaimo--Ladysmith	preliminary	préliminaires	Marlatt		Brian	PC Party	Parti PC	201	.3	0	71134
59018	Nanaimo--Ladysmith	Nanaimo--Ladysmith	preliminary	préliminaires	Stoneman		Geoff	Independent	Indépendant(e)	235	.3	0	71134
59018	Nanaimo--Ladysmith	Nanaimo--Ladysmith	preliminary	préliminaires	White		Echo	Independent	Indépendant(e)	68	.1	0	71134
59019	New Westminster--Burnaby	New Westminster--Burnaby	preliminary	préliminaires	Davis		Will	Liberal	Libéral	12240	23.5	0	52108
59019	New Westminster--Burnaby	New Westminster--Burnaby	preliminary	préliminaires	Ginn		Hansen	People's Party	Parti populaire	845	1.6	0	52108
59019	New Westminster--Burnaby	New Westminster--Burnaby	preliminary	préliminaires	Julian		Peter	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	23022	44.2	0	52108
59019	New Westminster--Burnaby	New Westminster--Burnaby	preliminary	préliminaires	Murarka		Neeraj	Libertarian	Libertarien	304	.6	0	52108
59019	New Westminster--Burnaby	New Westminster--Burnaby	preliminary	préliminaires	Passyar		Ahmad	Independent	Indépendant(e)	82	.2	0	52108
59019	New Westminster--Burnaby	New Westminster--Burnaby	preliminary	préliminaires	Theriault		Joseph	ML	ML	57	.1	0	52108
59019	New Westminster--Burnaby	New Westminster--Burnaby	preliminary	préliminaires	Veck		Megan	Conservative	Conservateur	11278	21.6	0	52108
59019	New Westminster--Burnaby	New Westminster--Burnaby	preliminary	préliminaires	de Montigny		Suzanne	Green Party	Parti Vert	4280	8.2	0	52108
59020	North Okanagan--Shuswap	North Okanagan--Shuswap	preliminary	préliminaires	Arnold		Mel	Conservative	Conservateur	35753	48.8	0	73273
59020	North Okanagan--Shuswap	North Okanagan--Shuswap	preliminary	préliminaires	Delfing		Kyle	People's Party	Parti populaire	1999	2.7	0	73273
59020	North Okanagan--Shuswap	North Okanagan--Shuswap	preliminary	préliminaires	Derkaz		Cindy	Liberal	Libéral	16626	22.7	0	73273
59020	North Okanagan--Shuswap	North Okanagan--Shuswap	preliminary	préliminaires	Reinarz		Marc	Green Party	Parti Vert	7697	10.5	0	73273
59020	North Okanagan--Shuswap	North Okanagan--Shuswap	preliminary	préliminaires	Sandhu		Harwinder	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	11198	15.3	0	73273
59021	North Vancouver	North Vancouver	preliminary	préliminaires	Bell		Justine	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	10116	16.3	0	61874
59021	North Vancouver	North Vancouver	preliminary	préliminaires	Jadavji		Azmairnin	People's Party	Parti populaire	905	1.5	0	61874
59021	North Vancouver	North Vancouver	preliminary	préliminaires	Orr		George	Green Party	Parti Vert	7676	12.4	0	61874
59021	North Vancouver	North Vancouver	preliminary	préliminaires	Saxton		Andrew	Conservative	Conservateur	16775	27.1	0	61874
59021	North Vancouver	North Vancouver	preliminary	préliminaires	Wilkinson		Jonathan	Liberal	Libéral	26402	42.7	0	61874
59022	Pitt Meadows--Maple Ridge	Pitt Meadows--Maple Ridge	preliminary	préliminaires	Cherrier		Bryton	People's Party	Parti populaire	726	1.4	0	53707
59022	Pitt Meadows--Maple Ridge	Pitt Meadows--Maple Ridge	preliminary	préliminaires	Dalton		Marc	Conservative	Conservateur	19501	36.3	0	53707
59022	Pitt Meadows--Maple Ridge	Pitt Meadows--Maple Ridge	preliminary	préliminaires	Jaschke		Ariane	Green Party	Parti Vert	4259	7.9	0	53707
59022	Pitt Meadows--Maple Ridge	Pitt Meadows--Maple Ridge	preliminary	préliminaires	Mogk		John	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	12802	23.8	0	53707
59022	Pitt Meadows--Maple Ridge	Pitt Meadows--Maple Ridge	preliminary	préliminaires	Ranta		Steve	Independent	Indépendant(e)	462	.9	0	53707
59022	Pitt Meadows--Maple Ridge	Pitt Meadows--Maple Ridge	preliminary	préliminaires	Ruimy		Dan	Liberal	Libéral	15957	29.7	0	53707
59023	Port Moody--Coquitlam	Port Moody--Coquitlam	preliminary	préliminaires	Badiei		Sara	Liberal	Libéral	15409	29.1	0	52929
59023	Port Moody--Coquitlam	Port Moody--Coquitlam	preliminary	préliminaires	Chabot		Jayson	People's Party	Parti populaire	809	1.5	0	52929
59023	Port Moody--Coquitlam	Port Moody--Coquitlam	preliminary	préliminaires	Shin		Nelly	Conservative	Conservateur	16588	31.3	0	52929
59023	Port Moody--Coquitlam	Port Moody--Coquitlam	preliminary	préliminaires	Verrier		Roland	ML	ML	56	.1	0	52929
59023	Port Moody--Coquitlam	Port Moody--Coquitlam	preliminary	préliminaires	Watts		Bryce	Green Party	Parti Vert	3812	7.2	0	52929
59023	Port Moody--Coquitlam	Port Moody--Coquitlam	preliminary	préliminaires	Zarrillo		Bonita	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	16255	30.7	0	52929
59024	Prince George--Peace River--Northern Rockies	Prince George--Peace River--Northern Rockies	preliminary	préliminaires	Erickson		Mavis	Liberal	Libéral	6304	11.5	0	54597
59024	Prince George--Peace River--Northern Rockies	Prince George--Peace River--Northern Rockies	preliminary	préliminaires	Kendall		Catharine	Green Party	Parti Vert	3395	6.2	0	54597
59024	Prince George--Peace River--Northern Rockies	Prince George--Peace River--Northern Rockies	preliminary	préliminaires	Luccock		Marcia	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	5013	9.2	0	54597
59024	Prince George--Peace River--Northern Rockies	Prince George--Peace River--Northern Rockies	preliminary	préliminaires	Vaillant		Ron	People's Party	Parti populaire	1728	3.2	0	54597
59024	Prince George--Peace River--Northern Rockies	Prince George--Peace River--Northern Rockies	preliminary	préliminaires	Zimmer		Bob	Conservative	Conservateur	38157	69.9	0	54597
59025	Richmond Centre	Richmond-Centre	preliminary	préliminaires	Innes		Dustin	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	5482	14.4	0	38142
59025	Richmond Centre	Richmond-Centre	preliminary	préliminaires	Kou		Steven	Liberal	Libéral	10824	28.4	0	38142
59025	Richmond Centre	Richmond-Centre	preliminary	préliminaires	Pak		Ivan	People's Party	Parti populaire	534	1.4	0	38142
59025	Richmond Centre	Richmond-Centre	preliminary	préliminaires	Raunet		Françoise	Green Party	Parti Vert	2318	6.1	0	38142
59025	Richmond Centre	Richmond-Centre	preliminary	préliminaires	Wong		Alice	Conservative	Conservateur	18791	49.3	0	38142
59025	Richmond Centre	Richmond-Centre	preliminary	préliminaires	Zhang		Zhe	Independent	Indépendant(e)	193	.5	0	38142
59026	Esquimalt--Saanich--Sooke	Esquimalt--Saanich--Sooke	preliminary	préliminaires	Garrison		Randall	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	23516	34.1	0	69003
59026	Esquimalt--Saanich--Sooke	Esquimalt--Saanich--Sooke	preliminary	préliminaires	Godron		Fidelia	Independent	Indépendant(e)	95	.1	0	69003
59026	Esquimalt--Saanich--Sooke	Esquimalt--Saanich--Sooke	preliminary	préliminaires	Gustafson		Jeremy	People's Party	Parti populaire	1291	1.9	0	69003
59026	Esquimalt--Saanich--Sooke	Esquimalt--Saanich--Sooke	preliminary	préliminaires	Hammond		Jamie	Liberal	Libéral	12342	17.9	0	69003
59026	Esquimalt--Saanich--Sooke	Esquimalt--Saanich--Sooke	preliminary	préliminaires	Lesosky		Louis	Independent	Indépendant(e)	98	.1	0	69003
59026	Esquimalt--Saanich--Sooke	Esquimalt--Saanich--Sooke	preliminary	préliminaires	Merner		David	Green Party	Parti Vert	18135	26.3	0	69003
59026	Esquimalt--Saanich--Sooke	Esquimalt--Saanich--Sooke	preliminary	préliminaires	Ney		Philip	Independent	Indépendant(e)	81	.1	0	69003
59026	Esquimalt--Saanich--Sooke	Esquimalt--Saanich--Sooke	preliminary	préliminaires	Pewarchuk		Randall	Conservative	Conservateur	13054	18.9	0	69003
59026	Esquimalt--Saanich--Sooke	Esquimalt--Saanich--Sooke	preliminary	préliminaires	Steffler		Josh	Libertarian	Libertarien	284	.4	0	69003
59026	Esquimalt--Saanich--Sooke	Esquimalt--Saanich--Sooke	preliminary	préliminaires	Strandlund		Tyson	Communist	Communiste	107	.2	0	69003
59027	Saanich--Gulf Islands	Saanich--Gulf Islands	preliminary	préliminaires	Broda		Ron	People's Party	Parti populaire	914	1.4	0	66309
59027	Saanich--Gulf Islands	Saanich--Gulf Islands	preliminary	préliminaires	Busch		David	Conservative	Conservateur	13507	20.4	0	66309
59027	Saanich--Gulf Islands	Saanich--Gulf Islands	preliminary	préliminaires	May		Elizabeth	Green Party	Parti Vert	32326	48.8	0	66309
59027	Saanich--Gulf Islands	Saanich--Gulf Islands	preliminary	préliminaires	Singh		Sabina	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	8446	12.7	0	66309
59027	Saanich--Gulf Islands	Saanich--Gulf Islands	preliminary	préliminaires	Windsor		Ryan	Liberal	Libéral	11116	16.8	0	66309
59028	Skeena--Bulkley Valley	Skeena--Bulkley Valley	preliminary	préliminaires	Bachrach		Taylor	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	16670	40.9	0	40795
59028	Skeena--Bulkley Valley	Skeena--Bulkley Valley	preliminary	préliminaires	Birdi		Dave	Liberal	Libéral	4704	11.5	0	40795
59028	Skeena--Bulkley Valley	Skeena--Bulkley Valley	preliminary	préliminaires	Craven		Jody	People's Party	Parti populaire	929	2.3	0	40795
59028	Skeena--Bulkley Valley	Skeena--Bulkley Valley	preliminary	préliminaires	Nunes		Danny	Independent	Indépendant(e)	164	.4	0	40795
59028	Skeena--Bulkley Valley	Skeena--Bulkley Valley	preliminary	préliminaires	Rattée		Claire	Conservative	Conservateur	13637	33.4	0	40795
59028	Skeena--Bulkley Valley	Skeena--Bulkley Valley	preliminary	préliminaires	Ritchie		Merv	Independent	Indépendant(e)	155	.4	0	40795
59028	Skeena--Bulkley Valley	Skeena--Bulkley Valley	preliminary	préliminaires	Sawyer		Mike	Green Party	Parti Vert	3193	7.8	0	40795
59028	Skeena--Bulkley Valley	Skeena--Bulkley Valley	preliminary	préliminaires	Taylor		Rod	Christian Heritage Party	Parti de l'Héritage Chrétien	1343	3.3	0	40795
59029	South Okanagan--West Kootenay	Okanagan-Sud--Kootenay-Ouest	preliminary	préliminaires	Cannings		Richard	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	24304	36.4	0	66761
59029	South Okanagan--West Kootenay	Okanagan-Sud--Kootenay-Ouest	preliminary	préliminaires	Denesiuk		Connie	Liberal	Libéral	11481	17.2	0	66761
59029	South Okanagan--West Kootenay	Okanagan-Sud--Kootenay-Ouest	preliminary	préliminaires	Hopkins		Carolina	Independent	Indépendant(e)	360	.5	0	66761
59029	South Okanagan--West Kootenay	Okanagan-Sud--Kootenay-Ouest	preliminary	préliminaires	Howse		Tara	Green Party	Parti Vert	5520	8.3	0	66761
59029	South Okanagan--West Kootenay	Okanagan-Sud--Kootenay-Ouest	preliminary	préliminaires	Konanz		Helena	Conservative	Conservateur	23508	35.2	0	66761
59029	South Okanagan--West Kootenay	Okanagan-Sud--Kootenay-Ouest	preliminary	préliminaires	Taylor		Sean	People's Party	Parti populaire	1588	2.4	0	66761
59030	South Surrey--White Rock	Surrey-Sud--White Rock	preliminary	préliminaires	Crozier		Stephen	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	6558	11.5	0	57120
59030	South Surrey--White Rock	Surrey-Sud--White Rock	preliminary	préliminaires	Findlay		Kerry-Lynne	Conservative	Conservateur	24044	42.1	0	57120
59030	South Surrey--White Rock	Surrey-Sud--White Rock	preliminary	préliminaires	Hobby		Beverly Pixie	Green Party	Parti Vert	4361	7.6	0	57120
59030	South Surrey--White Rock	Surrey-Sud--White Rock	preliminary	préliminaires	Hogg		Gordie	Liberal	Libéral	21319	37.3	0	57120
59030	South Surrey--White Rock	Surrey-Sud--White Rock	preliminary	préliminaires	Poulin		Joel	People's Party	Parti populaire	838	1.5	0	57120
59031	Steveston--Richmond East	Steveston--Richmond-Est	preliminary	préliminaires	Chan		Ping	Independent	Indépendant(e)	475	1.2	0	41084
59031	Steveston--Richmond East	Steveston--Richmond-Est	preliminary	préliminaires	Chiu		Kenny	Conservative	Conservateur	17193	41.8	0	41084
59031	Steveston--Richmond East	Steveston--Richmond-Est	preliminary	préliminaires	Dela Torre		Jaeden	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	6167	15	0	41084
59031	Steveston--Richmond East	Steveston--Richmond-Est	preliminary	préliminaires	Iaci		Nicole	Green Party	Parti Vert	2852	6.9	0	41084
59031	Steveston--Richmond East	Steveston--Richmond-Est	preliminary	préliminaires	Peschisolido		Joe	Liberal	Libéral	14397	35	0	41084
59032	Surrey Centre	Surrey-Centre	preliminary	préliminaires	Bains		Tina	Conservative	Conservateur	10413	25.5	0	40825
59032	Surrey Centre	Surrey-Centre	preliminary	préliminaires	Breti		Jeffrey	Independent	Indépendant(e)	272	.7	0	40825
59032	Surrey Centre	Surrey-Centre	preliminary	préliminaires	Dilawari		Jaswinder Singh	People's Party	Parti populaire	700	1.7	0	40825
59032	Surrey Centre	Surrey-Centre	preliminary	préliminaires	Gidora		George	Communist	Communiste	127	.3	0	40825
59032	Surrey Centre	Surrey-Centre	preliminary	préliminaires	Pielak		Kevin	Christian Heritage Party	Parti de l'Héritage Chrétien	376	.9	0	40825
59032	Surrey Centre	Surrey-Centre	preliminary	préliminaires	Sarai		Randeep Singh	Liberal	Libéral	15266	37.4	0	40825
59032	Surrey Centre	Surrey-Centre	preliminary	préliminaires	Saran		Sarjit Singh	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	11166	27.4	0	40825
59032	Surrey Centre	Surrey-Centre	preliminary	préliminaires	Werring		John	Green Party	Parti Vert	2505	6.1	0	40825
59033	Surrey--Newton	Surrey--Newton	preliminary	préliminaires	Dhaliwal		Sukh	Liberal	Libéral	18328	45.1	0	40658
59033	Surrey--Newton	Surrey--Newton	preliminary	préliminaires	Gill		Harjit Singh	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	11854	29.2	0	40658
59033	Surrey--Newton	Surrey--Newton	preliminary	préliminaires	Khehra		Rabaab	Green Party	Parti Vert	1296	3.2	0	40658
59033	Surrey--Newton	Surrey--Newton	preliminary	préliminaires	Singh		Harpreet	Conservative	Conservateur	8511	20.9	0	40658
59033	Surrey--Newton	Surrey--Newton	preliminary	préliminaires	Verchère		Holly	People's Party	Parti populaire	669	1.6	0	40658
59034	Vancouver Centre	Vancouver-Centre	preliminary	préliminaires	Bowman		Lily	Independent	Indépendant(e)	138	.3	0	52950
59034	Vancouver Centre	Vancouver-Centre	preliminary	préliminaires	Brown		Jesse	Green Party	Parti Vert	6577	12.4	0	52950
59034	Vancouver Centre	Vancouver-Centre	preliminary	préliminaires	Cavey		David	Conservative	Conservateur	10244	19.3	0	52950
59034	Vancouver Centre	Vancouver-Centre	preliminary	préliminaires	Clarke		John	Libertarian	Libertarien	365	.7	0	52950
59034	Vancouver Centre	Vancouver-Centre	preliminary	préliminaires	Fry		Hedy	Liberal	Libéral	22317	42.1	0	52950
59034	Vancouver Centre	Vancouver-Centre	preliminary	préliminaires	Kierans		Louise	People's Party	Parti populaire	692	1.3	0	52950
59034	Vancouver Centre	Vancouver-Centre	preliminary	préliminaires	Ouellette		Breen	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	12582	23.8	0	52950
59034	Vancouver Centre	Vancouver-Centre	preliminary	préliminaires	Popat		Imtiaz	Independent	Indépendant(e)	35	.1	0	52950
59035	Vancouver East	Vancouver-Est	preliminary	préliminaires	Buday		Gölök Z	Libertarian	Libertarien	622	1.1	0	54222
59035	Vancouver East	Vancouver-Est	preliminary	préliminaires	Burns		Bridget	Green Party	Parti Vert	7811	14.4	0	54222
59035	Vancouver East	Vancouver-Est	preliminary	préliminaires	Corsetti		Chris	Conservative	Conservateur	6601	12.2	0	54222
