These results were downloaded and refreshed on October   22, 2019 at 12:26 p.m. ET. / Ces résultats ont été téléchargés et rafraichis le 22 octobre 2019 à 12h26 HE.													
Electoral district number - Numéro de la circonscription	Electoral district name	Nom de la circonscription	Type of results*	Type de résultats**	Surname - Nom de famille	Middle name(s) - Autre(s) prénom(s)	Given name - Prénom	Political affiliation	Appartenance politique	Votes obtained - Votes obtenus	% Votes obtained - Votes obtenus %	Rejected ballots - Bulletins rejetés***	Total number of ballots cast - Nombre total de votes déposés
48016	Edmonton Manning	Edmonton Manning	preliminary	préliminaires	St. Germain		Charmaine	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	8924	17.5	0	51125
48016	Edmonton Manning	Edmonton Manning	preliminary	préliminaires	Summers		Daniel	People's Party	Parti populaire	1016	2	0	51125
48016	Edmonton Manning	Edmonton Manning	preliminary	préliminaires	Vachon		Andre	ML	ML	65	.1	0	51125
48017	Edmonton Mill Woods	Edmonton Mill Woods	preliminary	préliminaires	Herbert		Tanya	Green Party	Parti Vert	944	1.8	0	52417
48017	Edmonton Mill Woods	Edmonton Mill Woods	preliminary	préliminaires	Logan		Nigel	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	6284	12	0	52417
48017	Edmonton Mill Woods	Edmonton Mill Woods	preliminary	préliminaires	Melanson		Don	Christian Heritage Party	Parti de l'Héritage Chrétien	211	.4	0	52417
48017	Edmonton Mill Woods	Edmonton Mill Woods	preliminary	préliminaires	Sohi		Amarjeet	Liberal	Libéral	17611	33.6	0	52417
48017	Edmonton Mill Woods	Edmonton Mill Woods	preliminary	préliminaires	Uppal		Tim	Conservative	Conservateur	26425	50.4	0	52417
48017	Edmonton Mill Woods	Edmonton Mill Woods	preliminary	préliminaires	Young		Annie	People's Party	Parti populaire	942	1.8	0	52417
48018	Edmonton Riverbend	Edmonton Riverbend	preliminary	préliminaires	Chaudary		Tariq	Liberal	Libéral	13591	22.8	0	59661
48018	Edmonton Riverbend	Edmonton Riverbend	preliminary	préliminaires	Jeneroux		Matt	Conservative	Conservateur	34491	57.8	0	59661
48018	Edmonton Riverbend	Edmonton Riverbend	preliminary	préliminaires	Kennedy		Valerie	Green Party	Parti Vert	1722	2.9	0	59661
48018	Edmonton Riverbend	Edmonton Riverbend	preliminary	préliminaires	Morris		Kevin	People's Party	Parti populaire	844	1.4	0	59661
48018	Edmonton Riverbend	Edmonton Riverbend	preliminary	préliminaires	Redman		Audrey	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	9013	15.1	0	59661
48019	Edmonton Strathcona	Edmonton Strathcona	preliminary	préliminaires	Cameron		Ian	People's Party	Parti populaire	921	1.7	0	55381
48019	Edmonton Strathcona	Edmonton Strathcona	preliminary	préliminaires	Kalmanovitch		Michael	Green Party	Parti Vert	1076	1.9	0	55381
48019	Edmonton Strathcona	Edmonton Strathcona	preliminary	préliminaires	Lilly		Sam	Conservative	Conservateur	20634	37.3	0	55381
48019	Edmonton Strathcona	Edmonton Strathcona	preliminary	préliminaires	MacDonald		Dougal	ML	ML	75	.1	0	55381
48019	Edmonton Strathcona	Edmonton Strathcona	preliminary	préliminaires	McPherson		Heather	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	26189	47.3	0	55381
48019	Edmonton Strathcona	Edmonton Strathcona	preliminary	préliminaires	Olszewski		Eleanor	Liberal	Libéral	6362	11.5	0	55381
48019	Edmonton Strathcona	Edmonton Strathcona	preliminary	préliminaires	Rankin		Naomi	Communist	Communiste	124	.2	0	55381
48020	Edmonton West	Edmonton-Ouest	preliminary	préliminaires	Armstrong		Matthew	People's Party	Parti populaire	1105	1.9	0	57589
48020	Edmonton West	Edmonton-Ouest	preliminary	préliminaires	Johnston		Kerrie	Liberal	Libéral	11555	20.1	0	57589
48020	Edmonton West	Edmonton-Ouest	preliminary	préliminaires	McCauley		Kelly	Conservative	Conservateur	35181	61.1	0	57589
48020	Edmonton West	Edmonton-Ouest	preliminary	préliminaires	Pearce		Jackie	Green Party	Parti Vert	1383	2.4	0	57589
48020	Edmonton West	Edmonton-Ouest	preliminary	préliminaires	Steuber		Patrick	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	8365	14.5	0	57589
48021	Edmonton--Wetaskiwin	Edmonton--Wetaskiwin	preliminary	préliminaires	Calliou		Travis	VCP	CAC	211	.2	0	85093
48021	Edmonton--Wetaskiwin	Edmonton--Wetaskiwin	preliminary	préliminaires	Doell		Neil	People's Party	Parti populaire	1641	1.9	0	85093
48021	Edmonton--Wetaskiwin	Edmonton--Wetaskiwin	preliminary	préliminaires	Drzymala		Emily	Green Party	Parti Vert	1609	1.9	0	85093
48021	Edmonton--Wetaskiwin	Edmonton--Wetaskiwin	preliminary	préliminaires	Garver		Noah	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	9623	11.3	0	85093
48021	Edmonton--Wetaskiwin	Edmonton--Wetaskiwin	preliminary	préliminaires	Lake		Mike	Conservative	Conservateur	61709	72.5	0	85093
48021	Edmonton--Wetaskiwin	Edmonton--Wetaskiwin	preliminary	préliminaires	Wong		Richard	Liberal	Libéral	10300	12.1	0	85093
48022	Foothills	Foothills	preliminary	préliminaires	Barlow		John	Conservative	Conservateur	52907	82.3	0	64290
48022	Foothills	Foothills	preliminary	préliminaires	Hendi		Mickail	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3641	5.7	0	64290
48022	Foothills	Foothills	preliminary	préliminaires	Hession		Greg	People's Party	Parti populaire	1668	2.6	0	64290
48022	Foothills	Foothills	preliminary	préliminaires	Lacey		Bridget	Green Party	Parti Vert	2309	3.6	0	64290
48022	Foothills	Foothills	preliminary	préliminaires	Moller		Cheryl	Liberal	Libéral	3765	5.9	0	64290
48023	Fort McMurray--Cold Lake	Fort McMurray--Cold Lake	preliminary	préliminaires	Barrett		Matthew	People's Party	Parti populaire	1583	3.2	0	49680
48023	Fort McMurray--Cold Lake	Fort McMurray--Cold Lake	preliminary	préliminaires	Deheer		Brian	Green Party	Parti Vert	857	1.7	0	49680
48023	Fort McMurray--Cold Lake	Fort McMurray--Cold Lake	preliminary	préliminaires	Farrington		Maggie	Liberal	Libéral	4708	9.5	0	49680
48023	Fort McMurray--Cold Lake	Fort McMurray--Cold Lake	preliminary	préliminaires	Gilks		Matthew	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2767	5.6	0	49680
48023	Fort McMurray--Cold Lake	Fort McMurray--Cold Lake	preliminary	préliminaires	Yurdiga		David	Conservative	Conservateur	39765	80	0	49680
48024	Grande Prairie--Mackenzie	Grande Prairie--Mackenzie	preliminary	préliminaires	Alyward		Erin	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4064	6.8	0	59936
48024	Grande Prairie--Mackenzie	Grande Prairie--Mackenzie	preliminary	préliminaires	Burchill		Douglas Gordon	People's Party	Parti populaire	1473	2.5	0	59936
48024	Grande Prairie--Mackenzie	Grande Prairie--Mackenzie	preliminary	préliminaires	Munro		Kenneth	Liberal	Libéral	2803	4.7	0	59936
48024	Grande Prairie--Mackenzie	Grande Prairie--Mackenzie	preliminary	préliminaires	Termuende		Shelley	Green Party	Parti Vert	1138	1.9	0	59936
48024	Grande Prairie--Mackenzie	Grande Prairie--Mackenzie	preliminary	préliminaires	Warkentin		Chris	Conservative	Conservateur	50458	84.2	0	59936
48025	Lakeland	Lakeland	preliminary	préliminaires	Brunner		Kira	Green Party	Parti Vert	1069	1.9	0	56573
48025	Lakeland	Lakeland	preliminary	préliminaires	Graham		Roberta Marie	VCP	CAC	145	.3	0	56573
48025	Lakeland	Lakeland	preliminary	préliminaires	Houle		Alain	People's Party	Parti populaire	1440	2.5	0	56573
48025	Lakeland	Lakeland	preliminary	préliminaires	McFadzean		Robert	Libertarian	Libertarien	242	.4	0	56573
48025	Lakeland	Lakeland	preliminary	préliminaires	Stubbs		Shannon	Conservative	Conservateur	47551	84.1	0	56573
48025	Lakeland	Lakeland	preliminary	préliminaires	Swanson		Jeffrey	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3634	6.4	0	56573
48025	Lakeland	Lakeland	preliminary	préliminaires	Watson		Mark	Liberal	Libéral	2492	4.4	0	56573
48026	Lethbridge	Lethbridge	preliminary	préliminaires	Bleiken		Shandi	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	9419	14.9	0	63339
48026	Lethbridge	Lethbridge	preliminary	préliminaires	Bronson		Amy	Liberal	Libéral	8642	13.6	0	63339
48026	Lethbridge	Lethbridge	preliminary	préliminaires	Harder		Rachael	Conservative	Conservateur	41580	65.6	0	63339
48026	Lethbridge	Lethbridge	preliminary	préliminaires	Hepworth		Grant	People's Party	Parti populaire	1025	1.6	0	63339
48026	Lethbridge	Lethbridge	preliminary	préliminaires	Slingerland		Marc	Christian Heritage Party	Parti de l'Héritage Chrétien	674	1.1	0	63339
48026	Lethbridge	Lethbridge	preliminary	préliminaires	Watson		Stephnie	Green Party	Parti Vert	1999	3.2	0	63339
48027	Medicine Hat--Cardston--Warner	Medicine Hat--Cardston--Warner	preliminary	préliminaires	Hawthorne		Shannon	Green Party	Parti Vert	1165	2.2	0	52334
48027	Medicine Hat--Cardston--Warner	Medicine Hat--Cardston--Warner	preliminary	préliminaires	Kirshenbaum		Harris	Liberal	Libéral	3467	6.6	0	52334
48027	Medicine Hat--Cardston--Warner	Medicine Hat--Cardston--Warner	preliminary	préliminaires	Motz		Glen	Conservative	Conservateur	41498	79.3	0	52334
48027	Medicine Hat--Cardston--Warner	Medicine Hat--Cardston--Warner	preliminary	préliminaires	Nelson		Andrew	People's Party	Parti populaire	1341	2.6	0	52334
48027	Medicine Hat--Cardston--Warner	Medicine Hat--Cardston--Warner	preliminary	préliminaires	Phillips		Dave	Independent	Indépendant(e)	333	.6	0	52334
48027	Medicine Hat--Cardston--Warner	Medicine Hat--Cardston--Warner	preliminary	préliminaires	Thomson		Elizabeth	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4530	8.7	0	52334
48028	Peace River--Westlock	Peace River--Westlock	preliminary	préliminaires	Nygaard		Peter	Green Party	Parti Vert	1350	2.6	0	50945
48028	Peace River--Westlock	Peace River--Westlock	preliminary	préliminaires	Penny		Leslie	Liberal	Libéral	3062	6	0	50945
48028	Peace River--Westlock	Peace River--Westlock	preliminary	préliminaires	Schrader		John	People's Party	Parti populaire	1569	3.1	0	50945
48028	Peace River--Westlock	Peace River--Westlock	preliminary	préliminaires	Viersen		Arnold	Conservative	Conservateur	41159	80.8	0	50945
48028	Peace River--Westlock	Peace River--Westlock	preliminary	préliminaires	Villebrun		Jennifer	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3805	7.5	0	50945
48029	Red Deer--Mountain View	Red Deer--Mountain View	preliminary	préliminaires	Borlé		Conner	Green Party	Parti Vert	1997	3	0	67277
48029	Red Deer--Mountain View	Red Deer--Mountain View	preliminary	préliminaires	Dreeshen		Earl	Conservative	Conservateur	54111	80.4	0	67277
48029	Red Deer--Mountain View	Red Deer--Mountain View	preliminary	préliminaires	Garbanewski		Logan	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4836	7.2	0	67277
48029	Red Deer--Mountain View	Red Deer--Mountain View	preliminary	préliminaires	Mitchell		Paul	People's Party	Parti populaire	2609	3.9	0	67277
48029	Red Deer--Mountain View	Red Deer--Mountain View	preliminary	préliminaires	Tremblay		Gary	Liberal	Libéral	3724	5.5	0	67277
48030	Red Deer--Lacombe	Red Deer--Lacombe	preliminary	préliminaires	Calkins		Blaine	Conservative	Conservateur	52684	79.9	0	65950
48030	Red Deer--Lacombe	Red Deer--Lacombe	preliminary	préliminaires	Palmer		Sarah	Green Party	Parti Vert	1533	2.3	0	65950
48030	Red Deer--Lacombe	Red Deer--Lacombe	preliminary	préliminaires	Pezzella		Lauren	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	5888	8.9	0	65950
48030	Red Deer--Lacombe	Red Deer--Lacombe	preliminary	préliminaires	Rose		Tiffany	Liberal	Libéral	3437	5.2	0	65950
48030	Red Deer--Lacombe	Red Deer--Lacombe	preliminary	préliminaires	Thompson		Laura Lynn	People's Party	Parti populaire	2408	3.7	0	65950
48031	St. Albert--Edmonton	St. Albert--Edmonton	preliminary	préliminaires	Cecelia		Brigitte	People's Party	Parti populaire	1274	2	0	63850
48031	St. Albert--Edmonton	St. Albert--Edmonton	preliminary	préliminaires	Cooper		Michael	Conservative	Conservateur	38807	60.8	0	63850
48031	St. Albert--Edmonton	St. Albert--Edmonton	preliminary	préliminaires	Dunbar		Rob	Green Party	Parti Vert	1548	2.4	0	63850
48031	St. Albert--Edmonton	St. Albert--Edmonton	preliminary	préliminaires	Fraser		Robert Bruce	VCP	CAC	342	.5	0	63850
48031	St. Albert--Edmonton	St. Albert--Edmonton	preliminary	préliminaires	Mpulubusi		Kathleen	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	9655	15.1	0	63850
48031	St. Albert--Edmonton	St. Albert--Edmonton	preliminary	préliminaires	Springate		Greg	Liberal	Libéral	12224	19.1	0	63850
48032	Sherwood Park--Fort Saskatchewan	Sherwood Park--Fort Saskatchewan	preliminary	préliminaires	Genuis		Garnett	Conservative	Conservateur	52950	73.6	0	71938
48032	Sherwood Park--Fort Saskatchewan	Sherwood Park--Fort Saskatchewan	preliminary	préliminaires	McElrea		Patrick	VCP	CAC	293	.4	0	71938
48032	Sherwood Park--Fort Saskatchewan	Sherwood Park--Fort Saskatchewan	preliminary	préliminaires	Sanderson		Laura	Green Party	Parti Vert	1547	2.2	0	71938
48032	Sherwood Park--Fort Saskatchewan	Sherwood Park--Fort Saskatchewan	preliminary	préliminaires	Theroux		Aidan	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	8667	12	0	71938
48032	Sherwood Park--Fort Saskatchewan	Sherwood Park--Fort Saskatchewan	preliminary	préliminaires	Thiering		Ron	Liberal	Libéral	7167	10	0	71938
48032	Sherwood Park--Fort Saskatchewan	Sherwood Park--Fort Saskatchewan	preliminary	préliminaires	Villetard		Darren	People's Party	Parti populaire	1314	1.8	0	71938
48033	Sturgeon River--Parkland	Sturgeon River--Parkland	preliminary	préliminaires	Beauchamp		Tyler	People's Party	Parti populaire	1577	2.3	0	67231
48033	Sturgeon River--Parkland	Sturgeon River--Parkland	preliminary	préliminaires	Brochu		Ronald	Liberal	Libéral	4590	6.8	0	67231
48033	Sturgeon River--Parkland	Sturgeon River--Parkland	preliminary	préliminaires	Chauvet		Ernest	Christian Heritage Party	Parti de l'Héritage Chrétien	421	.6	0	67231
48033	Sturgeon River--Parkland	Sturgeon River--Parkland	preliminary	préliminaires	Desforges		Guy	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	6794	10.1	0	67231
48033	Sturgeon River--Parkland	Sturgeon River--Parkland	preliminary	préliminaires	Lloyd		Dane	Conservative	Conservateur	52163	77.6	0	67231
48033	Sturgeon River--Parkland	Sturgeon River--Parkland	preliminary	préliminaires	Romyn		Cass	Green Party	Parti Vert	1686	2.5	0	67231
48034	Yellowhead	Yellowhead	preliminary	préliminaires	Bowman		Kristine	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3781	6.9	0	54961
48034	Yellowhead	Yellowhead	preliminary	préliminaires	Francey		Gordon	VCP	CAC	105	.2	0	54961
48034	Yellowhead	Yellowhead	preliminary	préliminaires	Galavan		Douglas	People's Party	Parti populaire	1576	2.9	0	54961
48034	Yellowhead	Yellowhead	preliminary	préliminaires	Hoefsloot		Jeremy	Liberal	Libéral	2842	5.2	0	54961
48034	Yellowhead	Yellowhead	preliminary	préliminaires	Lystang		Cory	Libertarian	Libertarien	215	.4	0	54961
48034	Yellowhead	Yellowhead	preliminary	préliminaires	Satdeo		Angelena	Green Party	Parti Vert	1236	2.2	0	54961
48034	Yellowhead	Yellowhead	preliminary	préliminaires	Soroka		Gerald	Conservative	Conservateur	45206	82.3	0	54961
59001	Abbotsford	Abbotsford	preliminary	préliminaires	Alderking		Aeriol	Christian Heritage Party	Parti de l'Héritage Chrétien	266	.5	0	48548
59001	Abbotsford	Abbotsford	preliminary	préliminaires	Duncan		Locke	People's Party	Parti populaire	975	2	0	48548
59001	Abbotsford	Abbotsford	preliminary	préliminaires	Fast		Ed	Conservative	Conservateur	25028	51.6	0	48548
59001	Abbotsford	Abbotsford	preliminary	préliminaires	Fowler		Stephen	Green Party	Parti Vert	3655	7.5	0	48548
59001	Abbotsford	Abbotsford	preliminary	préliminaires	Heffernan		Seamus	Liberal	Libéral	10460	21.5	0	48548
59001	Abbotsford	Abbotsford	preliminary	préliminaires	Sauve		Madeleine	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	8164	16.8	0	48548
59002	Burnaby North--Seymour	Burnaby-Nord--Seymour	preliminary	préliminaires	Beech		Terry	Liberal	Libéral	17404	35.5	0	48988
59002	Burnaby North--Seymour	Burnaby-Nord--Seymour	preliminary	préliminaires	Dahlby		Lewis Clarke	Libertarian	Libertarien	219	.4	0	48988
59002	Burnaby North--Seymour	Burnaby-Nord--Seymour	preliminary	préliminaires	Dong		Rocky	People's Party	Parti populaire	1053	2.1	0	48988
59002	Burnaby North--Seymour	Burnaby-Nord--Seymour	preliminary	préliminaires	Kuttner		Amita	Green Party	Parti Vert	4630	9.5	0	48988
59002	Burnaby North--Seymour	Burnaby-Nord--Seymour	preliminary	préliminaires	Leung		Heather	Conservative	Conservateur	9572	19.5	0	48988
59002	Burnaby North--Seymour	Burnaby-Nord--Seymour	preliminary	préliminaires	Robinson		Svend	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	15844	32.3	0	48988
59002	Burnaby North--Seymour	Burnaby-Nord--Seymour	preliminary	préliminaires	Taylor		Robert	Independent	Indépendant(e)	266	.5	0	48988
59003	Burnaby South	Burnaby-Sud	preliminary	préliminaires	Brar		Neelam	Liberal	Libéral	10634	23.8	0	44701
59003	Burnaby South	Burnaby-Sud	preliminary	préliminaires	Brocki		Rex	Libertarian	Libertarien	243	.5	0	44701
59003	Burnaby South	Burnaby-Sud	preliminary	préliminaires	Rawdah		Al	People's Party	Parti populaire	641	1.4	0	44701
59003	Burnaby South	Burnaby-Sud	preliminary	préliminaires	Shin		Jay	Conservative	Conservateur	13887	31.1	0	44701
59003	Burnaby South	Burnaby-Sud	preliminary	préliminaires	Singh		Jagmeet	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	16753	37.5	0	44701
59003	Burnaby South	Burnaby-Sud	preliminary	préliminaires	Sproule		Brian	ML	ML	62	.1	0	44701
59003	Burnaby South	Burnaby-Sud	preliminary	préliminaires	Wauters		Brennan	Green Party	Parti Vert	2481	5.6	0	44701
59004	Cariboo--Prince George	Cariboo--Prince George	preliminary	préliminaires	Calogheros		Tracy	Liberal	Libéral	10788	19.9	0	54126
59004	Cariboo--Prince George	Cariboo--Prince George	preliminary	préliminaires	Doherty		Todd	Conservative	Conservateur	28564	52.8	0	54126
59004	Cariboo--Prince George	Cariboo--Prince George	preliminary	préliminaires	Kerr		Mackenzie	Green Party	Parti Vert	4920	9.1	0	54126
59004	Cariboo--Prince George	Cariboo--Prince George	preliminary	préliminaires	Orr		Michael	Independent	Indépendant(e)	349	.6	0	54126
59004	Cariboo--Prince George	Cariboo--Prince George	preliminary	préliminaires	Sapergia		Heather	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	8321	15.4	0	54126
59004	Cariboo--Prince George	Cariboo--Prince George	preliminary	préliminaires	Yang		Jing Lan	People's Party	Parti populaire	1184	2.2	0	54126
59005	Central Okanagan--Similkameen--Nicola	Central Okanagan--Similkameen--Nicola	preliminary	préliminaires	Albas		Dan	Conservative	Conservateur	30364	47.9	0	63436
59005	Central Okanagan--Similkameen--Nicola	Central Okanagan--Similkameen--Nicola	preliminary	préliminaires	Duncan		Allan	People's Party	Parti populaire	1338	2.1	0	63436
59005	Central Okanagan--Similkameen--Nicola	Central Okanagan--Similkameen--Nicola	preliminary	préliminaires	Mellalieu		Robert	Green Party	Parti Vert	4910	7.7	0	63436
59005	Central Okanagan--Similkameen--Nicola	Central Okanagan--Similkameen--Nicola	preliminary	préliminaires	Murphy		Mary Ann	Liberal	Libéral	15843	25	0	63436
59005	Central Okanagan--Similkameen--Nicola	Central Okanagan--Similkameen--Nicola	preliminary	préliminaires	Phillip		Joan	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	10772	17	0	63436
59005	Central Okanagan--Similkameen--Nicola	Central Okanagan--Similkameen--Nicola	preliminary	préliminaires	Regier		Jesse	Libertarian	Libertarien	209	.3	0	63436
59006	Chilliwack--Hope	Chilliwack--Hope	preliminary	préliminaires	Bogunovic		Rob	People's Party	Parti populaire	1744	3.3	0	53272
59006	Chilliwack--Hope	Chilliwack--Hope	preliminary	préliminaires	Green		Arthur	Green Party	Parti Vert	5168	9.7	0	53272
59006	Chilliwack--Hope	Chilliwack--Hope	preliminary	préliminaires	Lamache		Daniel	Christian Heritage Party	Parti de l'Héritage Chrétien	209	.4	0	53272
59006	Chilliwack--Hope	Chilliwack--Hope	preliminary	préliminaires	McQuillan		Heather	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	8868	16.6	0	53272
59006	Chilliwack--Hope	Chilliwack--Hope	preliminary	préliminaires	O'Donnell		Dorothy-Jean	ML	ML	71	.1	0	53272
59006	Chilliwack--Hope	Chilliwack--Hope	preliminary	préliminaires	Strahl		Mark	Conservative	Conservateur	26477	49.7	0	53272
59006	Chilliwack--Hope	Chilliwack--Hope	preliminary	préliminaires	Velonis		Kelly	Liberal	Libéral	10735	20.2	0	53272
59007	Cloverdale--Langley City	Cloverdale--Langley City	preliminary	préliminaires	Aldag		John	Liberal	Libéral	19470	35.4	0	55058
59007	Cloverdale--Langley City	Cloverdale--Langley City	preliminary	préliminaires	Banwarie		Rae	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	10389	18.9	0	55058
59007	Cloverdale--Langley City	Cloverdale--Langley City	preliminary	préliminaires	Jansen		Tamara	Conservative	Conservateur	20772	37.7	0	55058
59007	Cloverdale--Langley City	Cloverdale--Langley City	preliminary	préliminaires	Kennedy		Ian	People's Party	Parti populaire	925	1.7	0	55058
59007	Cloverdale--Langley City	Cloverdale--Langley City	preliminary	préliminaires	Nutbrown		Caelum	Green Party	Parti Vert	3502	6.4	0	55058
59008	Coquitlam--Port Coquitlam	Coquitlam--Port Coquitlam	preliminary	préliminaires	Gower		Christina	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	13073	23.1	0	56634
59008	Coquitlam--Port Coquitlam	Coquitlam--Port Coquitlam	preliminary	préliminaires	Insley		Nicholas	Conservative	Conservateur	19275	34	0	56634
59008	Coquitlam--Port Coquitlam	Coquitlam--Port Coquitlam	preliminary	préliminaires	Iova		Dan	VCP	CAC	96	.2	0	56634
59008	Coquitlam--Port Coquitlam	Coquitlam--Port Coquitlam	preliminary	préliminaires	McKinnon		Ron	Liberal	Libéral	19614	34.6	0	56634
59008	Coquitlam--Port Coquitlam	Coquitlam--Port Coquitlam	preliminary	préliminaires	Nickason		Brad	Green Party	Parti Vert	3889	6.9	0	56634
59008	Coquitlam--Port Coquitlam	Coquitlam--Port Coquitlam	preliminary	préliminaires	Spornicu		Roland	People's Party	Parti populaire	687	1.2	0	56634
59009	Courtenay--Alberni	Courtenay--Alberni	preliminary	préliminaires	Biley		Barbara	ML	ML	168	.2	0	71173
59009	Courtenay--Alberni	Courtenay--Alberni	preliminary	préliminaires	Gowans		Jonah Baden	Liberal	Libéral	8513	12	0	71173
59009	Courtenay--Alberni	Courtenay--Alberni	preliminary	préliminaires	Horner		Byron	Conservative	Conservateur	23516	33	0	71173
59009	Courtenay--Alberni	Courtenay--Alberni	preliminary	préliminaires	Johns		Gord	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	29407	41.3	0	71173
59009	Courtenay--Alberni	Courtenay--Alberni	preliminary	préliminaires	Wood		Sean	Green Party	Parti Vert	9569	13.4	0	71173
59010	Cowichan--Malahat--Langford	Cowichan--Malahat--Langford	preliminary	préliminaires	Chen		Rhonda	People's Party	Parti populaire	1050	1.6	0	63802
59010	Cowichan--Malahat--Langford	Cowichan--Malahat--Langford	preliminary	préliminaires	DeLong		Alana	Conservative	Conservateur	16456	25.8	0	63802
59010	Cowichan--Malahat--Langford	Cowichan--Malahat--Langford	preliminary	préliminaires	Herbert		Blair	Liberal	Libéral	10125	15.9	0	63802
59010	Cowichan--Malahat--Langford	Cowichan--Malahat--Langford	preliminary	préliminaires	Hwitsum		Lydia	Green Party	Parti Vert	12880	20.2	0	63802
59010	Cowichan--Malahat--Langford	Cowichan--Malahat--Langford	preliminary	préliminaires	MacGregor		Alistair	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	23095	36.2	0	63802
59010	Cowichan--Malahat--Langford	Cowichan--Malahat--Langford	preliminary	préliminaires	Stanbridge		Robin Morton	Christian Heritage Party	Parti de l'Héritage Chrétien	196	.3	0	63802
59011	Delta	Delta	preliminary	préliminaires	Anderson-Fennell		Randy	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	8654	16.2	0	53288
59011	Delta	Delta	preliminary	préliminaires	Bains		Amarit	Independent	Indépendant(e)	397	.7	0	53288
59011	Delta	Delta	preliminary	préliminaires	Bennett		Tony	Independent	Indépendant(e)	383	.7	0	53288
59011	Delta	Delta	preliminary	préliminaires	Corbet		Tanya	Conservative	Conservateur	17638	33.1	0	53288
59011	Delta	Delta	preliminary	préliminaires	DeCraene		Craig	Green Party	Parti Vert	3310	6.2	0	53288
59011	Delta	Delta	preliminary	préliminaires	Ireland		Angelina	People's Party	Parti populaire	937	1.8	0	53288
59011	Delta	Delta	preliminary	préliminaires	Qualtrough		Carla	Liberal	Libéral	21969	41.2	0	53288
59012	Fleetwood--Port Kells	Fleetwood--Port Kells	preliminary	préliminaires	Baertl		Tanya	Green Party	Parti Vert	2324	4.8	0	48194
59012	Fleetwood--Port Kells	Fleetwood--Port Kells	preliminary	préliminaires	Hardie		Ken	Liberal	Libéral	18149	37.7	0	48194
59012	Fleetwood--Port Kells	Fleetwood--Port Kells	preliminary	préliminaires	Ohana		Annie	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	10293	21.4	0	48194
59012	Fleetwood--Port Kells	Fleetwood--Port Kells	preliminary	préliminaires	Poulin		Mike	People's Party	Parti populaire	1081	2.2	0	48194
59012	Fleetwood--Port Kells	Fleetwood--Port Kells	preliminary	préliminaires	Purewal		Shinder	Conservative	Conservateur	16347	33.9	0	48194
59013	Kamloops--Thompson--Cariboo	Kamloops--Thompson--Cariboo	preliminary	préliminaires	Cheeseborough		Kira	Animal Protection Party	Parti Protection Animaux	317	.4	0	71703
59013	Kamloops--Thompson--Cariboo	Kamloops--Thompson--Cariboo	preliminary	préliminaires	Currie		Iain	Green Party	Parti Vert	8696	12.1	0	71703
59013	Kamloops--Thompson--Cariboo	Kamloops--Thompson--Cariboo	preliminary	préliminaires	Egli		Cynthia	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	9824	13.7	0	71703
59013	Kamloops--Thompson--Cariboo	Kamloops--Thompson--Cariboo	preliminary	préliminaires	Finlayson		Ken	People's Party	Parti populaire	1123	1.6	0	71703
59013	Kamloops--Thompson--Cariboo	Kamloops--Thompson--Cariboo	preliminary	préliminaires	Kerek		Peter	Communist	Communiste	143	.2	0	71703
59013	Kamloops--Thompson--Cariboo	Kamloops--Thompson--Cariboo	preliminary	préliminaires	Lake		Terry	Liberal	Libéral	19543	27.3	0	71703
59013	Kamloops--Thompson--Cariboo	Kamloops--Thompson--Cariboo	preliminary	préliminaires	McLeod		Cathy	Conservative	Conservateur	32057	44.7	0	71703
59014	Kelowna--Lake Country	Kelowna--Lake Country	preliminary	préliminaires	Ashley		Travis	Green Party	Parti Vert	5025	7.4	0	67865
